col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30,col31,col32,col33,col34,col35,col36,col37,col38,col39,col40,col41,col42,col43,col44,col45,col46,col47,col48,col49,col50,col51,col52,col53,col54,col55,col56,col57,col58,col59,col60,col61,col62,col63,col64,col65,col66,col67,col68,col69,col70,col71,col72,col73,col74,col75,col76,col77,col78,col79,col80,col81,col82,col83,col84,col85,col86,col87,col88,col89,col90,col91,col92,col93,col94,col95,col96,col97,col98,col99,col100,col101,col102,col103,col104,col105,col106,col107,col108,col109,col110,col111,col112,col113,col114,col115,col116,col117,col118,col119,col120,col121,col122,col123,col124,col125,col126,col127,col128,col129,col130,col131,col132,col133,col134,col135,col136,col137,col138,col139,col140,col141,col142,col143,col144,col145,col146,col147,col148,col149,col150,col151,col152,col153,class
4063,44400,638038,10345038,41366,442190,6269182,545826,5725872,8075000,4063,-180352800,8.00569E+12,-3.55365E+17,-168028692,7.45864E+12,-3.31082E+17,6.94896E+12,-3.08458E+17,-2.8738E+17,4.91E+24,1.01E+27,1.75E+32,-1.56E+36,1.01E+27,9.16E+30,-1.03E+35,1.75E+32,-1.03E+35,-1.56E+36,29,7,22,36,18,23,15,18,15,46,11,8,24,15,34,24,18,27,7,9,0,11,17,10,3,18,6,13,4,3,4,10,13,3,19,1,1,1,9,4,5,20,14,9,20,3,13,9,3,18,8,6,15,6,18,16,16,18,18,15,15,2,18,7,15,1,17,6,7,4,5,1,18,9,8,11,4,18,17,1,4,15,10,16,13,4,14,10,4,4,18,15,4,1,17,15,15,4,17,7,8,10,15,14,18,1,6,7,13,7,8,8,17,10,8,3,16,20,4,16,16,16,5,1
2463,20494,223490,2757760,20479,169606,1840068,219679,1813058,2648419,2463,-50456228,1.03363E+12,-2.11746E+16,-50419298,1.03287E+12,-2.11591E+16,1.03212E+12,-2.11436E+16,-2.11282E+16,1.22E+18,4.28E+19,1.16E+25,-5.37E+28,4.28E+19,6.33E+23,-4.71E+27,1.16E+25,-4.71E+27,-5.37E+28,23,3,10,24,6,18,7,15,22,21,9,9,14,7,17,9,14,12,7,6,0,11,1,17,7,15,10,18,11,18,15,7,6,4,16,17,19,12,14,4,12,15,5,2,6,19,5,3,1,4,10,16,4,9,6,17,4,4,1,9,15,6,1,9,1,8,9,3,1,9,11,4,5,3,8,2,20,17,16,18,10,9,15,1,8,15,17,10,19,1,8,10,3,6,17,3,14,11,19,10,13,18,18,15,17,19,15,10,12,4,15,7,20,6,6,10,17,6,10,12,9,1,4,1
5302,62272,958752,16661854,61282,710309,10860889,933898,10718771,16050472,5302,-330103872,2.05524E+13,-1.27959E+18,-324855882,2.02256E+13,-1.25925E+18,1.99041E+13,-1.23923E+18,-1.21953E+18,3.24E+27,4.22E+29,1.99E+35,-2.66E+39,4.22E+29,1.09E+34,-2.02E+38,1.99E+35,-2.02E+38,-2.66E+39,45,6,12,24,42,44,7,46,22,56,17,14,21,17,16,43,27,41,7,17,0,11,17,4,3,9,18,17,6,17,10,18,5,17,18,8,17,1,18,10,6,16,5,14,5,6,20,3,8,6,18,8,12,1,13,14,14,18,8,8,16,7,20,15,7,18,10,6,18,13,10,3,3,15,9,1,8,12,12,20,18,8,12,16,17,3,4,10,13,17,8,16,20,16,11,12,13,9,13,17,13,19,1,4,4,4,17,18,1,1,1,14,10,8,17,11,10,19,16,10,16,18,16,1
1653,10992,95256,937284,10793,70460,600490,88033,564554,803855,1653,-18158784,1.99481E+11,-2.19137E+15,-17830036,1.95869E+11,-2.15169E+15,1.92323E+11,-2.11274E+15,-2.07449E+15,2.43354E+14,1.46E+16,7.03E+20,-1.32E+24,1.46E+16,3.61E+19,-1.10E+23,7.03E+20,-1.10E+23,-1.32E+24,7,6,6,6,6,7,2,9,12,13,2,6,13,11,1,16,6,16,2,4,0,11,15,5,10,1,1,17,5,10,10,10,1,10,16,17,1,1,14,1,4,13,18,14,5,9,3,2,6,16,18,3,6,18,8,9,4,18,12,18,16,13,2,13,17,14,13,2,14,10,16,9,6,14,16,20,16,18,12,18,17,5,17,16,12,8,14,16,9,16,16,9,1,18,18,7,6,8,10,11,6,18,13,18,13,5,13,8,13,4,13,3,6,2,9,16,6,8,12,2,13,8,14,1
15003,299789,7862839,231922133,287472,5712949,149599505,7299078,144746403,208875876,15003,-4497434578,1.34819E+15,-4.04146E+20,-4312654944,1.2928E+15,-3.87541E+20,1.23968E+15,-3.71619E+20,-3.56351E+20,7.24E+51,3.85E+54,6.55E+60,-3.66E+65,3.85E+54,3.39E+59,-2.43E+64,6.55E+60,-2.43E+64,-3.66E+65,134,29,61,80,36,106,36,106,74,132,44,49,72,69,53,126,82,141,11,24,0,11,13,4,14,4,15,14,8,17,1,15,4,6,1,16,15,9,8,10,16,9,10,16,10,13,17,15,1,19,4,13,1,11,9,9,16,5,1,5,3,12,18,6,20,4,6,6,10,3,6,10,6,13,16,16,14,18,1,17,16,17,18,15,8,10,6,11,17,2,14,16,2,18,9,16,8,4,3,15,8,16,12,10,9,6,8,8,16,11,9,18,16,10,4,14,6,16,1,17,18,9,20,1
13191,265267,6959451,204965701,259824,5197944,136054064,6761862,134155034,197041896,13191,-3498871730,9.28065E+14,-2.46166E+20,-3427078560,9.09022E+14,-2.41115E+20,8.9037E+14,-2.36168E+20,-2.31322E+20,6.36E+51,1.26E+54,5.98E+60,-3.50E+65,1.26E+54,3.10E+59,-2.46E+64,5.98E+60,-2.46E+64,-3.50E+65,139,18,66,75,27,391,9,24,57,48,13,28,278,49,71,60,45,47,6,13,0,11,5,16,5,18,3,10,15,10,10,10,10,10,1,1,17,1,10,10,17,7,6,14,4,4,6,14,18,4,6,14,3,4,3,8,13,13,8,17,2,18,14,12,6,10,15,20,7,3,15,3,18,19,9,13,4,13,2,15,8,2,18,2,3,12,6,9,18,10,2,3,3,18,8,2,3,4,17,9,12,2,13,6,1,4,18,13,4,6,4,2,2,13,18,2,13,3,6,16,4,16,13,1
14312,269242,6699060,187841260,271699,5100753,126927167,6584107,123244949,176932099,14312,-3853122262,1.03735E+15,-2.79279E+20,-3888284389,1.04682E+15,-2.81827E+20,1.05637E+15,-2.84399E+20,-2.86994E+20,4.66E+48,8.03E+49,3.33E+57,-1.63E+62,8.03E+49,1.54E+56,-1.10E+61,3.33E+57,-1.10E+61,-1.63E+62,23,2,259,64,3,80,15,24,43,10,4,119,14,21,14,542,29,23,4,8,0,11,9,8,8,17,20,5,2,8,19,1,18,1,19,1,8,13,18,13,14,16,9,13,10,4,15,7,18,4,9,16,11,12,10,7,10,10,1,15,16,12,18,16,18,14,3,4,10,12,1,16,6,17,8,9,4,16,6,18,10,18,7,4,6,3,15,6,15,14,4,12,17,14,3,6,7,9,6,4,6,12,6,16,9,19,1,4,18,6,6,9,16,5,16,17,20,16,17,10,1,12,4,1
16338,343571,9572721,300402347,330745,6910755,191774807,8833355,183127213,266102029,16338,-5612919427,1.92832E+15,-6.62474E+20,-5403381065,1.85633E+15,-6.37743E+20,1.78703E+15,-6.13935E+20,-5.91016E+20,1.29E+55,6.69E+57,1.52E+64,-9.74E+68,6.69E+57,7.71E+62,-6.49E+67,1.52E+64,-6.49E+67,-9.74E+68,114,57,138,70,48,118,39,88,52,153,29,62,103,56,98,110,98,97,35,50,0,11,4,1,1,13,13,6,13,13,19,13,10,10,10,10,10,10,10,10,10,1,10,2,6,2,13,1,13,1,1,1,16,13,10,10,10,5,1,12,15,15,3,18,15,10,18,3,1,6,6,18,9,10,4,16,17,8,18,18,16,6,10,4,3,1,1,1,18,3,5,14,5,16,9,6,1,18,20,19,17,3,18,16,4,4,1,8,9,14,17,20,10,12,14,17,6,1,1,18,14,12,18,1
3097,29459,362781,5018801,26966,253935,3117227,298392,2796641,3697166,3097,-91205064,2.68594E+12,-7.90996E+16,-83486736,2.45864E+12,-7.24057E+16,2.25058E+12,-6.62783E+16,-6.06695E+16,4.69E+20,7.43E+22,7.33E+27,-3.82E+31,7.43E+22,3.69E+26,-2.47E+30,7.33E+27,-2.47E+30,-3.82E+31,6,6,12,22,15,19,6,22,15,34,7,15,12,15,13,16,23,14,4,14,0,11,3,8,4,1,20,5,4,15,8,6,20,9,12,16,15,12,9,10,3,10,4,17,10,17,3,8,10,4,7,14,8,15,1,18,13,5,4,12,10,12,11,7,2,6,14,1,11,4,10,6,10,4,1,8,5,3,7,8,18,15,15,12,15,6,6,19,2,10,14,18,12,14,10,10,20,19,1,10,17,17,8,6,5,14,17,17,11,10,6,6,20,5,20,8,13,13,18,12,9,20,16,0
6279,82098,1434278,28377588,81957,1070536,18751046,1407269,18347826,27266481,6279,-515411244,4.23075E+13,-3.47281E+18,-514526046,4.22348E+13,-3.46684E+18,4.21623E+13,-3.46089E+18,-3.45494E+18,5.99E+31,9.45E+33,6.92E+39,-1.31E+44,9.45E+33,3.68E+38,-9.65E+42,6.92E+39,-9.65E+42,-1.31E+44,69,7,22,44,31,72,11,29,40,68,21,19,26,28,34,43,32,44,5,10,0,11,14,1,1,15,11,1,1,16,10,6,15,14,10,10,15,10,6,6,6,16,16,15,10,17,1,10,10,6,14,13,15,13,6,13,1,15,15,13,20,1,6,6,1,1,14,10,1,10,3,9,16,3,16,7,13,16,3,1,10,17,15,9,9,13,1,9,1,4,16,9,16,5,1,18,6,11,5,9,6,14,10,17,17,3,14,18,5,13,20,13,16,18,10,12,4,4,14,17,14,5,10,0
4257,47408,681746,11011100,43779,482762,6906550,596425,6509758,9198699,4257,-201768448,9.56319E+12,-4.53265E+17,-186323424,8.83115E+12,-4.18569E+17,8.15514E+12,-3.86528E+17,-3.5694E+17,5.14E+24,9.29E+26,1.90E+32,-1.85E+36,9.29E+26,1.07E+31,-1.36E+35,1.90E+32,-1.36E+35,-1.85E+36,51,5,15,24,7,39,5,26,30,37,17,19,19,13,16,28,21,42,2,11,0,11,1,18,10,1,1,10,10,15,16,6,1,15,16,15,16,13,10,10,15,15,10,18,14,4,8,15,20,18,4,15,16,20,18,16,9,13,17,10,9,4,18,18,8,18,16,1,17,15,17,13,8,6,16,5,10,6,16,10,16,10,10,13,1,17,9,10,6,16,8,1,8,14,6,1,8,4,9,1,6,8,13,9,4,4,18,9,4,1,20,11,6,12,18,10,14,6,6,4,6,14,1,0
4774,55297,833401,14112259,55793,644262,9635712,845835,9804372,14345483,4774,-263932581,1.45916E+13,-8.06704E+17,-266299989,1.47225E+13,-8.1394E+17,1.48546E+13,-8.21241E+17,-8.28607E+17,1.27E+26,-5.41E+27,6.64E+33,-8.54E+37,-5.41E+27,3.53E+32,-7.14E+36,6.64E+33,-7.14E+36,-8.54E+37,39,13,29,33,20,24,13,26,26,55,16,12,18,27,34,30,26,28,5,10,0,11,1,1,6,6,3,7,6,16,13,3,16,20,15,16,13,10,1,16,15,20,1,16,13,4,11,2,5,18,5,16,3,15,20,9,5,15,17,19,15,14,10,19,10,19,10,1,4,1,4,14,17,10,6,10,13,8,17,3,4,14,8,14,4,11,9,16,12,10,4,12,8,3,5,9,11,1,1,4,4,4,9,15,10,15,7,3,18,11,1,7,18,7,17,5,6,7,2,2,13,9,1,0
3971,41792,567634,8648420,40786,428755,5842373,544878,5708475,8170402,3971,-165914240,6.93214E+12,-2.89635E+17,-161920420,6.76527E+12,-2.82663E+17,6.60242E+12,-2.75859E+17,-2.69219E+17,2.28E+23,1.32E+25,6.92E+30,-6.26E+34,1.32E+25,3.72E+29,-5.02E+33,6.92E+30,-5.02E+33,-6.26E+34,29,6,19,17,10,37,13,22,21,53,11,10,25,17,19,25,17,23,5,13,0,11,1,16,7,9,10,10,18,17,13,13,9,1,10,10,9,13,10,16,8,13,12,14,10,10,10,6,13,6,13,16,12,10,13,13,15,8,11,1,1,6,6,10,14,11,8,6,16,11,16,9,3,11,20,14,8,11,3,4,8,9,4,6,8,14,20,18,5,14,17,15,12,13,10,17,10,18,8,16,6,16,6,7,2,1,10,4,1,1,10,18,12,18,10,4,13,6,3,16,5,10,18,0
3512,34968,465374,7048332,33730,327223,4305657,421330,4005751,5933956,3512,-122772648,4.29189E+12,-1.50036E+17,-118426030,4.13994E+12,-1.44724E+17,3.99337E+12,-1.396E+17,-1.34658E+17,2.02E+23,4.22E+25,5.54E+30,-4.21E+34,4.22E+25,2.96E+29,-2.78E+33,5.54E+30,-2.78E+33,-4.21E+34,44,9,13,23,10,29,9,19,24,33,7,17,13,22,14,21,21,22,3,11,0,11,1,7,15,5,13,1,10,17,14,4,14,9,9,4,10,16,4,8,1,14,16,8,18,1,12,6,9,6,8,10,1,1,3,4,16,18,6,17,11,6,12,15,10,14,15,8,9,18,4,12,17,4,4,12,15,15,14,5,15,4,8,10,5,16,18,3,16,16,8,12,14,16,8,6,6,18,8,10,5,7,4,17,10,20,14,9,3,16,14,6,9,10,5,15,12,8,10,9,4,9,6,0
3385,32790,417078,6023676,31471,301728,3811038,383417,3633352,5235631,3385,-110961360,3.63735E+12,-1.19233E+17,-106497864,3.49103E+12,-1.14437E+17,3.3506E+12,-1.09834E+17,-1.05416E+17,9.74E+21,1.49E+24,2.11E+29,-1.45E+33,1.49E+24,1.17E+28,-1.04E+32,2.11E+29,-1.04E+32,-1.45E+33,11,21,17,26,6,17,11,18,32,33,2,22,12,14,16,20,28,22,4,3,0,11,10,6,8,19,17,10,10,13,10,18,10,17,16,18,1,15,10,16,16,9,16,18,12,1,14,18,17,3,8,12,16,9,6,10,4,10,15,9,17,18,17,17,18,4,17,14,12,10,4,6,10,7,7,3,6,14,5,2,7,9,13,2,13,13,6,4,15,9,1,15,3,2,17,18,12,6,3,4,13,3,2,18,13,2,14,4,6,9,4,20,17,3,9,1,7,5,16,16,9,2,15,0
15621,310511,8165399,241652045,305031,6041451,158942959,7915319,156042123,231884415,15621,-4850181820,1.50594E+15,-4.67581E+20,-4764584220,1.47936E+15,-4.59328E+20,1.45325E+15,-4.51222E+20,-4.43259E+20,7.53E+51,2.29E+54,7.02E+60,-4.12E+65,2.29E+54,3.69E+59,-2.91E+64,7.02E+60,-2.91E+64,-4.12E+65,106,26,66,92,43,92,34,130,88,135,44,67,62,54,48,133,99,141,9,31,0,11,3,13,16,11,6,18,12,16,18,17,8,16,18,4,6,11,17,2,12,16,2,18,19,17,8,4,14,14,8,6,9,18,12,6,18,7,7,8,9,18,16,10,4,4,9,12,1,17,8,8,20,3,13,9,10,14,17,13,9,17,10,14,4,1,8,3,3,11,6,5,3,1,18,8,7,12,13,3,13,10,13,18,10,17,3,17,10,5,10,17,18,17,1,16,10,17,10,13,19,3,7,0
3861,40231,543059,8265433,38283,397027,5338493,492737,5073887,7099437,3861,-155291660,6.24592E+12,-2.51215E+17,-147772380,5.94349E+12,-2.39051E+17,5.6557E+12,-2.27476E+17,-2.16461E+17,2.22E+23,3.07E+25,6.37E+30,-5.20E+34,3.07E+25,3.38E+29,-3.75E+33,6.37E+30,-3.75E+33,-5.20E+34,47,11,10,11,14,24,9,12,4,49,10,6,26,9,29,35,17,30,11,7,0,11,10,11,1,16,17,17,16,1,18,13,6,7,13,16,10,13,16,10,13,16,12,16,16,14,4,15,13,10,3,17,15,3,13,10,10,1,15,1,4,10,1,10,10,16,8,18,5,18,1,18,1,10,16,12,6,10,18,10,1,1,10,1,15,15,6,15,15,6,7,19,1,13,8,7,18,5,8,6,7,10,2,10,1,3,10,1,18,1,10,5,14,18,10,13,14,10,1,19,9,1,17,0
15081,297419,7773139,229297025,298113,5846011,152403131,7693737,149977957,222567423,15081,-4485078520,1.33386E+15,-3.96689E+20,-4495544040,1.33697E+15,-3.97614E+20,1.34009E+15,-3.98542E+20,-3.99472E+20,7.27E+51,1.12E+54,6.81E+60,-3.94E+65,1.12E+54,3.39E+59,-2.74E+64,6.81E+60,-2.74E+64,-3.94E+65,93,20,85,126,52,103,40,64,126,128,27,53,71,85,92,122,72,80,17,37,0,11,13,12,4,6,8,13,7,16,16,14,17,14,4,14,3,2,10,14,16,14,13,18,16,12,12,4,4,11,1,8,9,14,4,16,6,6,3,6,4,18,4,4,20,10,16,5,15,16,18,6,3,6,10,16,17,16,1,18,6,2,1,16,1,1,13,15,15,6,13,1,10,10,7,8,3,15,7,14,8,14,1,18,4,13,16,1,14,1,10,4,10,14,6,10,6,18,3,18,20,3,14,0
2467,20059,218993,2720725,19706,158519,1717721,206020,1630765,2436854,2467,-49465494,9.91826E+11,-1.9887E+16,-48594996,9.74372E+11,-1.9537E+16,9.57225E+11,-1.91932E+16,-1.88554E+16,1.22E+18,1.07E+20,1.10E+25,-4.78E+28,1.07E+20,6.31E+23,-3.93E+27,1.10E+25,-3.93E+27,-4.78E+28,16,6,6,19,13,18,4,22,10,27,7,7,11,5,7,29,15,14,2,6,0,11,3,17,4,16,12,15,15,1,12,10,1,10,13,14,4,13,16,16,18,13,1,5,4,18,10,4,8,16,13,14,4,18,16,16,6,15,10,10,9,16,1,16,16,13,13,10,7,17,19,10,17,18,10,9,9,4,14,4,5,10,6,18,17,14,8,10,17,1,11,8,2,10,2,5,6,17,18,18,2,16,18,10,3,8,16,7,8,4,6,3,8,5,16,16,5,9,1,6,20,13,5,0
2242,18562,194682,2275726,16678,136323,1417479,160168,1286529,1727614,2242,-41597442,7.71787E+11,-1.43195E+16,-37375398,6.93453E+11,-1.28661E+16,6.23069E+11,-1.15602E+16,-1.03869E+16,6.93E+16,6.02E+18,4.35E+23,-1.42E+27,6.02E+18,2.42E+22,-1.13E+26,4.35E+23,-1.13E+26,-1.42E+27,17,2,13,10,4,17,3,4,13,28,2,7,11,7,13,19,17,10,5,8,0,11,19,17,10,6,15,15,1,18,1,6,10,10,1,16,13,16,13,1,14,1,14,17,10,17,15,18,13,15,13,1,4,10,1,13,10,2,6,15,15,6,10,15,17,3,8,3,1,17,2,17,13,15,15,1,16,16,12,14,15,6,10,12,14,8,19,12,18,9,9,14,16,18,20,10,11,12,10,15,9,16,6,17,10,6,7,13,6,16,10,3,4,17,17,20,4,15,10,1,4,4,17,0
9283,148061,3105875,73512335,142221,2245685,46938403,2886753,45147149,66149763,9283,-1374302202,2.03459E+14,-3.0121E+19,-1320095322,1.95434E+14,-2.8933E+19,1.87725E+14,-2.77918E+19,-2.66956E+19,1.80E+39,5.54E+41,5.08E+47,-1.54E+52,5.54E+41,2.70E+46,-1.07E+51,5.08E+47,-1.07E+51,-1.54E+52,87,29,49,54,37,74,23,30,26,98,17,33,66,40,69,63,56,43,19,20,0,11,15,1,10,1,18,10,16,18,17,10,18,11,1,2,17,4,1,5,5,13,5,8,16,15,6,9,4,10,10,19,6,9,13,4,4,16,15,18,16,16,18,10,4,4,16,9,15,10,18,3,17,1,11,20,1,17,11,14,15,12,10,9,9,15,6,8,10,16,13,1,14,10,10,16,5,16,9,10,13,4,13,17,16,6,18,8,1,15,1,1,4,8,11,4,17,16,8,14,1,11,9,0
12441,221972,5277926,141507626,221373,3944136,93840602,5178935,91840330,136165791,12441,-2761331680,6.12889E+14,-1.36033E+20,-2753880120,6.11235E+14,-1.35666E+20,6.09586E+14,-1.353E+20,-1.34935E+20,3.04E+45,3.56E+47,1.65E+54,-7.29E+58,3.56E+47,8.52E+52,-5.26E+57,1.65E+54,-5.26E+57,-7.29E+58,97,29,51,77,47,93,25,38,37,128,17,28,107,71,89,81,64,73,21,30,0,11,6,12,10,9,16,18,1,14,4,13,6,13,13,2,6,10,6,10,6,10,6,10,6,10,2,6,9,14,6,13,1,17,13,1,13,4,13,16,15,1,13,1,16,10,10,13,13,1,13,4,7,16,13,13,16,16,13,10,17,14,13,13,4,6,13,9,5,13,15,18,9,12,19,4,18,6,16,8,17,20,3,17,10,16,1,14,1,14,14,3,6,13,2,17,13,15,15,2,10,6,16,0
4300,45271,635301,10104145,44317,458369,6378401,589143,5998951,8776045,4300,-194620029,8.80859E+12,-3.98681E+17,-190518783,8.62297E+12,-3.9028E+17,8.44126E+12,-3.82055E+17,-3.74004E+17,5.19E+24,9.10E+26,1.88E+32,-1.71E+36,9.10E+26,9.67E+30,-1.17E+35,1.88E+32,-1.17E+35,-1.71E+36,26,2,18,19,25,22,10,15,24,52,14,20,14,23,21,38,20,31,2,10,0,11,14,10,5,10,10,10,2,10,18,10,10,16,13,14,6,1,16,10,7,15,7,7,13,15,4,11,9,9,15,18,4,3,10,7,18,6,1,17,18,1,13,16,16,15,15,3,5,17,5,3,10,20,15,1,10,1,16,1,1,13,16,14,16,8,5,5,16,13,18,16,8,16,11,16,10,1,11,10,16,10,6,1,6,16,16,17,9,11,14,8,10,4,6,10,6,10,12,10,14,9,16,0
2919,27606,334590,4559604,24992,231439,2769529,280422,2546199,3543452,2919,-80554308,2.22302E+12,-6.13477E+16,-72926656,2.01252E+12,-5.55387E+16,1.82196E+12,-5.02798E+16,-4.55188E+16,4.42E+20,8.24E+22,6.92E+27,-3.74E+31,8.24E+22,3.89E+26,-2.48E+30,6.92E+27,-2.48E+30,-3.74E+31,17,5,7,35,16,21,7,11,23,39,6,10,9,11,15,26,6,23,3,6,0,11,12,1,4,13,4,15,9,5,6,18,18,18,18,6,18,6,15,1,6,16,18,15,11,15,3,10,15,12,13,7,13,16,16,1,5,10,12,10,8,6,5,18,16,15,15,4,10,6,16,8,3,6,18,14,14,8,16,10,4,3,1,10,16,16,14,4,18,4,18,1,20,8,2,16,4,16,16,16,7,4,3,20,8,15,14,5,10,12,1,6,9,7,18,10,18,4,20,13,11,17,10,0
13529,255423,6382811,180030885,246339,4606632,114627238,5862855,108838134,157104123,13529,-3455362344,8.82514E+14,-2.25398E+20,-3332473992,8.51128E+14,-2.17381E+20,8.20858E+14,-2.0965E+20,-2.02194E+20,4.40E+48,2.05E+51,3.02E+57,-1.43E+62,2.05E+51,1.50E+56,-9.33E+60,3.02E+57,-9.33E+60,-1.43E+62,105,14,67,80,58,76,44,47,53,152,30,58,81,75,68,78,62,61,41,56,0,11,6,1,1,16,6,15,15,6,13,6,10,10,10,13,10,13,10,10,10,10,10,13,13,14,13,1,10,1,10,3,13,6,10,14,13,6,12,5,16,1,3,4,1,6,1,14,10,5,1,14,16,20,12,16,16,1,4,14,18,10,5,14,16,18,1,1,16,19,1,7,3,17,12,8,17,1,4,12,1,15,15,14,4,4,1,1,10,10,16,14,4,5,1,4,1,19,6,14,9,1,9,0
4821,54991,819859,13749379,55049,622801,9234977,820365,9241401,13761809,4821,-265056620,1.45727E+13,-8.01201E+17,-265336180,1.45881E+13,-8.02046E+17,1.46035E+13,-8.02892E+17,-8.03739E+17,1.28E+26,3.53E+27,6.50E+33,-8.09E+37,3.53E+27,3.49E+32,-6.57E+36,6.50E+33,-6.57E+36,-8.09E+37,11,29,13,40,22,40,39,14,35,32,4,15,26,29,31,46,35,8,5,9,0,11,19,10,6,17,16,6,9,16,6,10,13,6,7,2,10,4,12,13,10,14,4,2,7,13,1,14,10,4,4,19,1,10,9,6,8,16,15,13,16,18,8,16,14,13,4,14,9,4,4,13,19,18,10,13,10,14,12,5,4,1,15,9,8,13,15,4,16,7,17,3,2,4,7,14,18,1,9,10,12,14,3,12,16,4,17,1,4,14,2,6,17,16,16,4,15,17,12,9,3,10,16,0
3327,30937,373025,5084665,30938,286974,3443970,377554,3462888,5204006,3327,-102896462,3.18235E+12,-9.84228E+16,-102899788,3.18245E+12,-9.8426E+16,3.18256E+12,-9.84292E+16,-9.84324E+16,5.04E+20,2.23E+22,8.94E+27,-6.17E+31,2.23E+22,5.06E+26,-5.30E+30,8.94E+27,-5.30E+30,-6.17E+31,28,11,11,3,20,18,12,17,3,51,11,10,17,7,15,23,16,27,4,14,0,11,11,16,5,1,13,12,1,16,7,16,13,18,5,10,10,10,6,5,16,15,1,12,8,16,20,17,10,10,5,5,10,5,10,1,8,20,10,17,17,8,10,6,12,18,17,10,18,10,10,8,16,19,3,16,15,10,7,16,13,11,20,20,10,10,15,6,10,16,18,8,3,11,6,10,16,17,18,17,10,13,14,10,10,1,7,10,18,16,7,20,13,17,8,13,1,1,15,2,10,1,14,0
16218,334240,9027358,274354636,327526,6751183,182413917,8677858,178828129,258150454,16218,-5420370080,1.81159E+15,-6.05469E+20,-5311489142,1.7752E+15,-5.93307E+20,1.73954E+15,-5.81389E+20,-5.69711E+20,3.13E+53,6.45E+55,3.33E+62,-2.07E+67,6.45E+55,1.68E+61,-1.44E+66,3.33E+62,-1.44E+66,-2.07E+67,75,34,95,117,61,68,32,70,156,132,26,80,67,76,83,156,102,81,13,37,0,11,14,13,6,16,1,13,13,13,6,15,11,3,13,16,1,13,14,13,15,1,4,17,16,6,9,3,8,19,7,13,6,4,15,2,10,1,13,16,13,3,12,6,9,10,2,4,1,16,8,9,16,8,17,18,3,4,12,6,9,16,5,1,18,18,10,20,1,3,5,14,4,15,9,8,13,10,9,14,10,14,4,18,9,5,18,9,3,2,13,15,12,10,8,5,3,3,4,3,10,4,9,0
3555,33544,414722,5775316,33646,313539,3846559,409946,3777705,5600566,3555,-119215376,3.99784E+12,-1.34066E+17,-119577884,4.00999E+12,-1.34473E+17,4.02219E+12,-1.34882E+17,-1.35292E+17,5.38E+20,6.74E+21,9.65E+27,-6.61E+31,6.74E+21,5.14E+26,-5.67E+30,9.65E+27,-5.67E+30,-6.61E+31,15,1,11,8,12,26,1,13,28,28,6,24,19,23,36,18,25,20,2,2,0,11,12,15,5,6,17,15,10,18,6,1,17,1,17,16,16,13,13,13,9,1,15,16,12,4,12,10,3,9,8,3,11,16,10,3,3,8,8,9,10,12,15,9,4,6,9,9,14,12,5,13,15,10,12,15,15,10,10,14,14,16,6,1,14,14,5,15,11,15,18,15,19,6,8,14,14,12,16,6,5,6,9,17,16,10,12,15,15,6,15,18,11,13,6,9,15,15,13,12,6,18,8,0
3412,31871,389897,5365253,30565,281539,3423701,352193,3211721,4571731,3412,-108711981,3.46374E+12,-1.10361E+17,-104257215,3.32181E+12,-1.05838E+17,3.18569E+12,-1.01501E+17,-9.7342E+16,5.16E+20,5.68E+22,8.51E+27,-5.04E+31,5.68E+22,4.47E+26,-3.79E+30,8.51E+27,-3.79E+30,-5.04E+31,13,4,9,21,11,15,9,18,13,38,4,16,28,13,13,28,20,24,6,6,0,11,16,9,8,15,6,10,13,13,4,18,15,4,13,6,13,6,18,4,10,6,18,4,12,6,10,10,2,14,10,8,7,16,13,4,5,12,10,5,16,12,16,18,18,5,4,16,12,5,8,14,17,7,18,13,4,1,3,5,14,18,17,9,13,6,12,19,15,3,18,2,4,6,16,1,17,18,8,10,6,18,17,16,16,18,13,16,10,13,10,13,12,18,10,10,11,1,12,18,17,19,13,0
3839,38497,505579,7477951,39006,386621,5029695,511556,5037621,7537698,3839,-147751486,5.68651E+12,-2.18856E+17,-149705028,5.76169E+12,-2.2175E+17,5.83787E+12,-2.24682E+17,-2.27653E+17,1.10E+22,-3.07E+23,2.70E+29,-2.30E+33,-3.07E+23,1.45E+28,-2.02E+32,2.70E+29,-2.02E+32,-2.30E+33,27,9,22,12,12,23,15,18,20,20,9,17,13,11,17,48,23,27,13,4,0,11,5,18,1,15,16,8,1,1,3,7,9,3,10,8,7,3,18,16,5,3,5,7,6,15,15,11,1,17,2,16,16,3,14,16,18,9,18,19,3,9,16,4,16,6,3,19,7,2,17,1,16,19,9,17,7,16,6,16,18,19,15,18,17,19,1,7,13,4,5,6,14,18,10,1,16,2,16,5,3,15,17,1,1,18,19,4,4,8,18,6,4,16,12,3,9,10,15,6,14,16,7,0
